19.2893,3.5586,11.7634,26.0741,3.3530,13.4010,0.0000,13.4933,2.9905,14.3808,5.4507,7.0042,24.0216,3.1342,3.5536,16.0748,4.0061,1.6249,5.2172,8.9115,19.0407,7.0501,24.6026,4.0637,10.9386,11.4559,5.6213,7.5829,23.8188,4.0407,1.7915,3.9266,23.5643,5.3729,5.7499,1.1391,3.2390,3.2050,2.8055,10.1296,26.2649,6.1718,5.3292,14.1086,5.4165,9.9065,21.3041,6.2405,5.3815,5.5231,8.3954,8.8393,5.3094,3.3008,9.6486,12.7505,4.5307,8.9795,7.2506,14.9637,5.5272,7.9082,8.5474,15.4789,3.5000,15.2696,7.9689,41.8825,23.3632,3.5640,9.5794,7.5804,12.5088,7.5930,7.1211,7.9604,4.8264,9.3346,20.9108,17.6268,6.5510,5.9852,6.9641,7.2691,3.8394,12.0220,12.4699,7.4573,8.9592,10.1324,18.4243,31.3278,22.6251,8.1864,16.1192,2.6712,16.6057,3.3755,9.6896,19.0987,23.5193,6.6821,18.8098,5.4442,14.1319
19.3642,3.6946,11.6605,27.0838,3.4801,13.4404,0.0001,13.4580,3.0934,14.5466,5.6237,7.0182,25.0403,3.2956,3.6769,16.0006,4.1792,1.6967,5.4038,9.1804,18.8478,7.2070,25.5004,4.1973,11.1874,11.4779,5.9313,7.6684,24.6257,4.1562,1.8607,4.0735,24.5046,5.5744,6.0117,1.1711,3.4004,3.2558,2.8954,10.1281,27.2492,6.4658,5.5443,14.2703,5.5789,9.8995,22.0957,6.4101,5.5709,5.7188,8.7221,9.2564,5.5054,3.4445,9.5918,13.1681,4.6690,8.8381,7.4770,15.0382,5.7443,7.7843,8.8165,15.3941,3.5806,15.3112,8.1721,42.1235,24.2501,3.6890,9.6622,7.8555,12.6305,7.8650,7.3835,8.0408,4.9741,9.7600,20.9328,17.8252,6.8251,6.2423,7.2187,7.3725,3.9795,12.2889,12.5893,7.7396,9.3268,10.3352,18.6776,31.2904,23.4876,8.4847,16.1345,2.7439,16.8705,3.4940,9.4736,19.2096,24.3721,6.9247,19.1471,5.6134,14.5609
19.3718,3.8854,11.5750,28.4054,3.6325,13.4635,0.0001,13.4057,3.2345,14.7023,5.8571,7.0353,26.4444,3.5193,3.8443,15.9426,4.4198,1.7921,5.6517,9.5309,18.6536,7.4174,26.7144,4.3721,11.5083,11.5014,6.3464,7.7772,25.6959,4.3142,1.9553,4.2654,25.7361,5.8474,6.3608,1.2030,3.6223,3.3185,3.0126,10.1262,28.5653,6.8608,5.8235,14.4483,5.7903,9.8924,23.1826,6.6404,5.8360,5.9930,9.1569,9.8230,5.7660,3.6437,9.5337,13.7058,4.8496,8.6972,7.7730,15.1135,6.0413,7.6415,9.1780,15.3221,3.6975,15.3439,8.4445,42.2833,25.4874,3.8618,9.7522,8.2397,12.7535,8.2101,7.7352,8.1270,5.1733,10.3573,20.9670,18.0041,7.2061,6.5984,7.5597,7.4891,4.1681,12.5456,12.7161,8.1394,9.8123,10.5447,18.9020,31.2383,24.6456,8.8874,16.1102,2.8483,17.2009,3.6576,9.2700,19.3111,25.5558,7.2471,19.4606,5.8108,14.9827
19.3883,4.1059,11.4978,29.9102,3.8048,13.4754,0.0002,13.3173,3.4029,14.8468,6.1210,7.0556,28.0358,3.7788,4.0389,15.9012,4.7094,1.8969,5.9357,9.9282,18.4826,7.6490,28.1064,4.5720,11.8733,11.5245,6.8117,7.8917,26.9103,4.5023,2.0652,4.4724,27.1402,6.1624,6.7667,1.2279,3.8806,3.3847,3.1463,10.1237,30.0530,7.3052,6.1428,14.6480,6.0311,9.8852,24.4230,6.8965,6.1359,6.3281,9.6510,10.4683,6.0678,3.8761,9.4747,14.3052,5.0557,8.5661,8.1091,15.1918,6.3860,7.4842,9.5954,15.2579,3.8434,15.3661,8.7573,42.3600,26.9067,4.0611,9.8463,8.6769,12.8782,8.5934,8.1383,8.2188,5.4082,11.0627,20.9747,18.1707,7.6437,7.0099,7.9532,7.6166,4.3838,12.7971,12.8482,8.6065,10.3674,10.7592,19.0975,31.1742,25.9732,9.3469,16.0469,2.9777,17.5188,3.8532,9.0794,19.4106,26.8948,7.6180,19.7399,6.0092,15.3925
19.3876,4.3291,11.4206,31.4709,3.9886,13.4779,0.0002,13.2335,3.5865,14.9794,6.3863,7.0777,29.6180,4.0451,4.2423,15.8778,5.0248,1.9969,6.2308,10.3369,18.3489,7.8703,29.5426,4.7805,12.2554,11.5473,7.2720,7.9958,28.1540,4.7060,2.1798,4.6670,28.5959,6.4892,7.1973,1.2423,4.1504,3.4466,3.2857,10.1196,31.5544,7.7471,6.4786,14.8751,6.2811,9.8780,25.6707,7.1454,6.4290,6.7028,10.1566,11.1217,6.3865,4.1173,9.4148,14.9109,5.2703,8.4504,8.4564,15.2718,6.7456,7.3216,10.0306,15.1985,4.0088,15.3774,9.0821,42.3511,28.3212,4.2652,9.9355,9.1108,13.0047,8.9850,8.5545,8.3160,5.6624,11.8037,20.9460,18.3346,8.0843,7.4304,8.3647,7.7545,4.6051,13.0439,12.9841,9.0829,10.9411,10.9772,19.2646,31.0989,27.3424,9.8156,15.9452,3.1215,17.8223,4.0658,8.9024,19.5137,28.2099,8.0053,19.9863,6.1872,15.7864
19.3813,4.5536,11.3385,33.0258,4.1765,13.4687,0.0002,13.1418,3.7791,15.1024,6.6451,7.0961,31.1847,4.3132,4.4457,15.8694,5.3488,2.0887,6.5253,10.7395,18.2556,8.0751,30.9848,4.9891,12.6411,11.5713,7.7094,8.0848,29.3874,4.9160,2.2957,4.8422,30.0436,6.8170,7.6359,1.2499,4.4238,3.5004,3.4249,10.1129,33.0164,8.1713,6.8205,15.1314,6.5297,9.8711,26.9022,7.3864,6.7162,7.1038,10.6545,11.7655,6.7096,4.3616,9.3541,15.4975,5.4843,8.3517,8.8024,15.3493,7.1102,7.1947,10.4671,15.1435,4.1893,15.3771,9.4072,42.2551,29.7004,4.4693,10.0106,9.5404,13.1324,9.3771,8.9686,8.4187,5.9279,12.5667,20.8933,18.5035,8.5235,7.8520,8.7788,7.9042,4.8244,13.2844,13.1216,9.5628,11.5046,11.1979,19.4040,31.0123,28.6972,10.2790,15.8050,3.2708,18.1154,4.2844,8.7396,19.6201,29.4947,8.3937,20.1984,6.3424,16.1645
19.3797,4.7792,11.2490,34.5581,4.3659,13.4454,0.0003,13.0509,3.9788,15.2241,6.8974,7.1034,32.7365,4.5840,4.6469,15.8658,5.6708,2.1766,6.8162,11.1308,18.1991,8.2690,32.4331,5.1947,13.0244,11.5981,8.1291,8.1584,30.6084,5.1255,2.4128,5.0017,31.4666,7.1449,8.0770,1.2598,4.7005,3.5454,3.5619,10.1032,34.4374,8.5860,7.1639,15.4120,6.7732,9.8647,28.1224,7.6245,7.0025,7.5232,11.1417,12.4016,7.0335,4.6089,9.2927,16.0582,5.6949,8.2703,9.1471,15.4205,7.4795,7.0336,10.9000,15.0933,4.3839,15.3616,9.7304,42.0700,31.0328,4.6644,10.0695,9.9646,13.2608,9.7741,9.3788,8.5264,6.2019,13.3508,20.8382,18.6803,8.9620,8.2762,9.1920,8.0660,5.0410,13.5192,13.2582,10.0452,12.0489,11.4212,19.5141,30.9158,30.0232,10.7370,15.6243,3.4199,18.4048,4.4996,8.5918,19.7265,30.7513,8.7797,20.3753,6.4830,16.5334
19.3894,5.0051,11.1498,36.0611,4.5581,13.4113,0.0002,12.9686,4.1846,15.3586,7.1429,7.0944,34.2534,4.8562,4.8447,15.8527,5.9847,2.2662,7.1020,11.5094,18.1722,8.4564,33.8799,5.3963,13.3983,11.6297,8.5396,8.2164,31.8144,5.3271,2.5311,5.1519,32.8585,7.4719,8.5185,1.2810,4.9794,3.5811,3.6958,10.0910,35.8180,9.0000,7.5008,15.7085,7.0101,9.8589,29.3247,7.8606,7.2919,7.9525,11.6170,13.0281,7.3564,4.8582,9.2307,16.5886,5.9008,8.2056,9.4920,15.4859,7.8521,6.8674,11.3278,15.0483,4.5913,15.3251,10.0503,41.7931,32.3157,4.8475,10.1152,10.3824,13.3896,10.1791,9.7847,8.6362,6.4829,14.1396,20.7977,18.8654,9.3977,8.7009,9.6029,8.2387,5.2544,13.7512,13.3921,10.5279,12.5731,11.6463,19.5936,30.8120,31.3094,11.1880,15.4011,3.5661,18.6919,4.7020,8.4595,19.8333,31.9722,9.1617,20.5160,6.6201,16.9039
19.4119,5.2307,11.0381,37.5294,4.7564,13.3763,0.0002,12.8991,4.3955,15.5201,7.3813,7.0699,35.7201,5.1292,5.0387,15.8216,6.2879,2.3613,7.3821,11.8772,18.1654,8.6397,35.3138,5.5930,13.7531,11.6673,8.9468,8.2585,33.0019,5.5126,2.6503,5.3003,34.2153,7.7967,8.9593,1.3184,5.2603,3.6075,3.8261,10.0777,37.1598,9.4156,7.8191,16.0148,7.2397,9.8536,30.5064,8.0945,7.5849,8.3822,12.0795,13.6436,7.6773,5.1089,9.1684,17.0817,6.1012,8.1564,9.8360,15.5496,8.2270,6.6927,11.7512,15.0085,4.8107,15.2635,10.3656,41.4211,33.5554,5.0249,10.1519,10.7921,13.5181,10.5908,10.1854,8.7415,6.7693,14.9077,20.7771,19.0587,9.8300,9.1251,10.0100,8.4215,5.4636,13.9824,13.5221,11.0105,13.0800,11.8719,19.6461,30.7009,32.5471,11.6310,15.1368,3.7107,18.9696,4.8873,8.3432,19.9485,33.1529,9.5386,20.6196,6.7645,17.2818
19.4453,5.4552,10.9131,38.9588,4.9633,13.3507,0.0002,12.8408,4.6108,15.7158,7.6124,7.0369,37.1263,5.4023,5.2283,15.7746,6.5796,2.4633,7.6570,12.2401,18.1644,8.8173,36.7194,5.7846,14.0779,11.7125,9.3524,8.2846,34.1673,5.6766,2.7677,5.4500,35.5335,8.1181,9.3982,1.3732,5.5445,3.6246,3.9526,10.0652,38.4641,9.8298,8.1072,16.3339,7.4613,9.8488,31.6668,8.3249,7.8813,8.8044,12.5282,14.2466,7.9953,5.3601,9.1057,17.5294,6.2956,8.1219,10.1758,15.6149,8.6029,6.5121,12.1697,14.9741,5.0417,15.1794,10.6754,40.9534,34.7509,5.2010,10.1860,11.1921,13.6459,11.0032,10.5797,8.8347,7.0580,15.6315,20.7730,19.2587,10.2575,9.5477,10.4125,8.6149,5.6684,14.2125,13.6477,11.4913,13.5724,12.0983,19.6808,30.5786,33.7311,12.0646,14.8380,3.8576,19.2268,5.0575,8.2431,20.0822,34.2881,9.9095,20.6854,6.9260,17.6616
